0.02
0.02
0.02
0.03
0.03
0.03
0.03
0.03
0.02
0.03
0.02
0.03
0.03
0.03
0.03
0.03
0.03
0.03
4.59
2.99
2.15
5.00
5.00
1.21
0.00
1.84
0.37
2.61
5.00
0.67
0.00
1.05
1.94
1.39
5.00
5.00
2.58
1.68
1.11
1.16
0.85
0.65
0.53
0.44
0.38
0.34
0.30
0.28
0.26
0..15
0.14
0.15
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.13
0.14
0.13
0.13
0.13
0.14
0.13
